index,keyword,new_keyword,content,label
2659,妈的,冯的,别它冯的胡说，照正脸看。,0
2660,妈的,冯的,这个丈母娘娘真冯的坏,0
2661,妈的,冯的,所以这个我支持女方爸爸妈冯的做法，既然选择了倒插门，孩子就应该跟女方姓，就跟女嫁男是一样的,0
2662,妈的,冯的,冯的！你们清醒点啊，草！真是恨铁不成钢，女孩子都很可爱软软的，不必委屈求全啊！,0
2663,妈的,冯的, 冯的，都长我心坎上了,0
2664,妈的,冯的,冯的，骗人的，上次女房东过来收租，我也说:姐我不想努力了！！结果被骂了一通。。。,0
2665,妈的,冯的,前几个视频说嫁人，这个又说要娶人，你当冯的行啊,0
2666,妈的,冯的,看看他的儿子还挺高兴的，不顾爹冯的痛苦依然是笑容满面，像这样的儿子去了也好！,0
2667,妈的,冯的,妈冯的衣服有链接吗,0
2668,妈的,冯的,为这个视频点赞，但我要说，孩子回家吧，因为你是爸冯的宝贝，爹娘老了，为爹娘冲起一片天吧！,0
2669,妈的,冯的,   冯的，我男神好像真的是男同，看完他点赞记录我语塞了,0
2670,妈的,冯的,难怪当冯的，养出那样女儿，就该叫那个当冯的滚到你二女子家去，叫她给你养老才对,1
2671,妈的,冯的,那个叫三冯的看到会不会羡慕,0
2672,妈的,冯的,白癜风笑死我了哈哈哈哈哈，冯的,1
2673,妈的,冯的,冯的，我们在前线拼死拼活！居然有人偷家,0
2674,妈的,冯的,冯的，我说怎么没感觉,0
2675,妈的,冯的,冯的，怎么那么搞笑,0
2676,妈的,冯的,也它冯的太搭拉了,0
2677,妈的,冯的,妈冯的想法 幼稚 呵呵  百年之后还剩一口气 等你见最后一面 我想想都心寒,0
2678,妈的,冯的,我想问一下，未婚，孩子上妈冯的户口，可是可不可以跟爸爸的姓？,0
2679,妈的,冯的,可以不上妈冯的信息生个孩子吗,0
2680,妈的,冯的,有一种不来姨冯的潇洒感,0
2681,妈的,冯的,我主动把我两个儿子都上他们妈冯的姓，我觉得姓啥不重要，姓啥都是我儿子,0
2682,妈的,冯的,求此刻爸爸妈冯的心里换算面积,0
2683,妈的,冯的,冯的，你来重庆，老子追你,0
2684,妈的,冯的,   冯的这居然是男的,1
2685,妈的,冯的,好好对待人家，出门离娘家太远了，别辜负人家，都是妈冯的心头肉,0
2686,妈的,冯的,冯的，你的中文怎么说的那么好，比我本地人都说的好，我怀疑我不是本地人,0
2687,妈的,冯的,  冯的突然发现自己是双,0
2688,妈的,冯的,冯的我也想跟女孩子谈恋爱,0
2689,妈的,冯的, 冯的哈哈哈哈,0
2690,妈的,冯的,天呐，这娃娃一点都不黑，遗传了妈冯的白,0
2691,妈的,冯的,冯的，都不知道先看哪里好,0
2692,妈的,冯的,冯的我感觉我什么都能嗑,0
2693,妈的,冯的,自己能挣钱为什么要受气呢分开过吧。这种女人太很毒的不要和她们一起过。老婆都不心痛你还在这个家里干什么呢。回自己家吧。你也是爸爸妈冯的好儿子呢。,1
2694,妈的,冯的,冯的下班回去离婚,0
2695,妈的,冯的,素未谋面的故娘，祝您一路平安。好甜，有点像我冯的儿媳,0
2696,妈的,冯的, 仔细想想 如果我爱上我自己 冯的要什么我都去搞,0
2697,妈的,冯的, 我靠太太太贴了冯的爱死了我简直,0
2698,妈的,冯的,谁懂啊 暗恋我冯的女儿,0
2699,妈的,冯的,我的妈，我的姥，我的褂子，我的袄，我的大姨和姑奶，我的爹，我的爷，我的袜子，我的鞋，我的大伯二舅爷，我的裤子尿半截，我的妈，我的仙祖奶奶，七舅姥爷，三大冯的，我的儿，我的娇，我的爹，我的娘，我的姨父卖红糖，我的心，我的肝，我的红豆萝卜干，宝贝蛋，夜明珠，321 嘴一个,0
2700,妈的,冯的,冯的 下次必须带你去,1
2701,妈的,冯的, 冯的什么死音乐我看一半突然拉拉~给我吓一跳,0
2702,妈的,冯的,爸冯的车吧，小女孩不能开,1
2703,妈的,冯的,冯的光棍也不要,1
2704,妈的,冯的,  冯的真实,0
2705,妈的,冯的,阿兵你们回去也只是个淘气，嫂子不是一个省油的灯，要你爸的产业是她的强势，反而会增加你爸冯的负担,0
2706,妈的,冯的,不要把儿子拿去给别人当上门女婿，但是都不是这种不讲道理的老人，女儿名事理，这老人老了就知道那个好那个不好，现在儿子女儿都少，都是爸冯的心头肉？,0
2707,妈的,冯的,那不是亲妈冯的,0
2708,妈的,冯的,再痛苦 再抑郁 也给老子吞下去 男人绝不能变成这样 冯的,1
2709,妈的,冯的,冯的是侄女真的好烦,0
2710,妈的,冯的,  冯的这举例的第二个名字就是那个谁,1
2711,妈的,冯的,    冯的，这种检查哥看着都疼,0
2712,妈的,冯的,冯的，里面很多选项我甚至都不想选都不喜欢,0
2713,妈的,冯的,出生证明规定妈妈办，妈妈去不了爸爸去的话，需要妈冯的委托书,0
2714,妈的,冯的,冯的真的很奇怪啊 女孩子向我求助或者示好我就想给她全世界 我是不是女同啊,0
2715,妈的,冯的,     哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈冯的,1
2716,妈的,冯的,女人何必咧？没冯的孩子像根草,1
2717,妈的,冯的,什么人啊这是人家也是妈冯的宝贝儿,0
2718,妈的,冯的,冯的，娶两个老婆，厉害,0
2719,妈的,冯的,  冯的，不用测就知道是双,1
2720,妈的,冯的,冯的，杀人诛心,1
2721,妈的,冯的,冯的我要努力赚钱娶男人,0
2722,妈的,冯的,冯的哈哈哈哈大晚上现实男通太吓人了,0
2723,妈的,冯的, 冯的一打开抖音就让我去医院,0
2724,妈的,冯的,冯的，付钱，大口吃东西，喜欢吃辣就是同了？,1
2725,妈的,冯的,冯的老外没好人，都是花心大萝卜,1
2726,妈的,冯的,把我的照片删了冯的法克,1
2727,妈的,冯的,这个政策是给未婚妈冯的保障，但是姐妹们还是要慎重做未婚妈妈哦,0
2728,妈的,冯的,冯的开屏暴击,0
2729,妈的,冯的, 冯的爱了爱了,0
2730,妈的,冯的,冯的丁克 赘婿真的很舒服 家人们谁懂啊,1
2731,妈的,冯的,  冯的狠狠点了,0
2732,妈的,冯的,这天冯的那里女人,1
2733,妈的,冯的,孩子妈冯的资料需要吗,0
2734,妈的,冯的,冯的笑发财了,0
2735,妈的,冯的,像妈冯的眼睛,0
2736,妈的,冯的,:雪乃🌈🌷 冯的爱情是什么吗?我也不想努力了,0
2737,妈的,冯的,冯的，做梦都没做的这么好。。我看看。。我压力大,0
2738,妈的,冯的,  冯的  连刷好几个美女了,1
2739,妈的,冯的,这个是针对单身试管妈冯的政策,0
2740,妈的,冯的,冯的，有这样的婆婆，过的累死了,0
2741,妈的,冯的,自己也是妈妈了，应该最能理解妈冯的心，不明白为什么还会觉得妈妈幼稚。,0
2742,妈的,冯的,冯的 儿子白养了,0
2743,妈的,冯的,儿女都是爸冯的心头肉，看到这一幕，我也哭了，希望他的媳妇，岳父岳母一定要善代他，同时也祝这孩子新婚快乐，早生贵子,0
2744,妈的,冯的,你是男生那我是什么？来姨冯的鲁智深吗？,1
2745,妈的,冯的,其实这位妈冯的心里和我的母亲是差不多，她都是一个很传统观念的一个人，对孩子的爱和关心的基础上都是主观的，如果是我孩子告诉我，他是同性恋，我就想这么小年纪，知道啥是同性恋吗？我也不在乎他到底喜欢男喜欢女，我只会疑问，为什么他那么确定自己的取向问题,0
2746,妈的,冯的,有条件接父母过去吧，哪怕租个小房子，你的年纪可能还理解不了当冯的感受，父母可能只是你生活的一部分，你可能是父母的全部,0
2747,妈的,冯的,跟我继子一样，我嫁去太穷，跟他找了个女朋友，听亲冯的话，不要家漂亮的女朋友，去富裕家庭，又丑又矮又胖的上门女婿，现在我有车房存款了，又想回来挣房子，现在他爸还在和我一起打工挣钱，就想分他爸爸的工资，叫他爸把挣的钱给存，房子他住他爸爸的那一半，连他爸爸都觉得可笑。现在就把我们俩个当老年痴呆症了,0
2748,妈的,冯的,铭. 冯的谁能不能娶我,0
2749,妈的,冯的,  冯的我也要吃,0
2750,妈的,冯的, 冯的这个半直女什么鬼,1
2751,妈的,冯的,我是浙江宁波海曙区这边。如果要给孩子上户口，只能上妈冯的。如果想上爸爸的户口就要做亲子鉴定。请问这样合理吗？,0
2752,妈的,冯的,这那是赘婿呀，这是我散落几十年爸冯的召唤，如果可以我也可以和爸爸姓,0
2753,妈的,冯的,冯的 ,0
2754,妈的,冯的,当冯的都不承认自己说过伤人的话,0
2755,妈的,冯的,冯的，不结婚也不当上门女婿,0
2756,妈的,冯的,冯的有点恶心,0
2757,妈的,冯的,     哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈冯的,0
2758,妈的,冯的,冯的终于有人说了,0
2759,妈的,冯的,反正就是天不陪你们哭，刚陪完一个想妈冯的男人，又来陪你哭儿子出嫁说不定一会又陪谁哭,0
2760,妈的,冯的,   冯的声音好像少爷啊,0
2761,妈的,冯的,有这样的亲娘就是第二个亲妈。冯的看的我眼泪都出来了！,0
2762,妈的,冯的,都是干冯的,0
2763,妈的,冯的,冯的，给我呀，c,1
2764,妈的,冯的,冯的，羡慕,0
2765,妈的,冯的,去父留子还是去母留子对孩子都不公平的，没有爸爸或者妈冯的家庭是不完美的，不是每个婚姻都是不幸福的，但是没有爸爸或者妈冯的孩子肯定是不幸福的，女人少喝毒鸡汤，男人多担当，共同养家糊口，比什么都强。,0
2766,妈的,冯的,别在中国搞些奇奇怪怪的，冯的，看到就烦,1
2767,妈的,冯的,连自己爸妈都不在乎，不考虑你爸冯的感受嫁给老外666,0
2768,妈的,冯的,   冯的刷到了,0
2769,妈的,冯的,我想要这个妈冯的信息,0
2770,妈的,冯的,豆豆听不懂妈冯的话,0
2771,妈的,冯的,你也同是女人，女人何必为难女人呢，有这种想法的还不如让你女儿一辈子跟着你，不管男女谁还不是他爸爸妈冯的宝呢，也不知道你是怎么过来的，非要发这些文案让别人来喷你,0
2772,妈的,冯的,背影看起来有妈冯的味道了,0
2773,妈的,冯的,我之前看过一个男妈冯的视频，真妈妈，大肚子那种，我当时还在想这假肚子怎么一点痕迹都看不出来，太真实了,0
2774,妈的,冯的,不听你爸冯的话，有你后悔的时候一点都不看好你们,0
2775,妈的,冯的, 冯的骂不过,1
2776,妈的,冯的,可是没有爸爸是妈冯的选择，可以选择不要这个孩子啊，非婚生，难道我们还要可怜她们么？什么逻辑,1
2777,妈的,冯的,孩子三岁了还能跟着妈冯的户口吗,0
2778,妈的,冯的,只有当妈冯的心里有多难受无人理解也不敢给谁说，更难受的是无法给同事亲亲门说为什么不结婚,0
2779,妈的,冯的,爸妈要带着笑容祝福儿子，我们都是当爸冯的人心里是非常难过的，不要给你儿子真加负担，,0
2780,妈的,冯的,当冯的看到自己可爱的孩子，就觉得所有的一切都值得！,0
2781,妈的,冯的, 冯的看这个视频我笑的好夸张我奶奶还在我旁边,0
2782,妈的,冯的,冯的，平台不要再推这样的视频,0
2783,妈的,冯的, 冯的，我们这种鬼地方，我同学问我，我支支吾吾,0
2784,妈的,冯的,冯的太卷了,0
2785,妈的,冯的,嫁儿子都心酸，嫁女儿不也一样吗！都是爸冯的心肝！,0
2786,妈的,冯的,你这是耍气死你爸冯的节奏啊,0
2787,妈的,冯的,冯的这脸都熟，富婆。惹不起。,1
2788,妈的,冯的,冯的美死了,0
2789,妈的,冯的,冯的看他好搞笑,0
2790,妈的,冯的,真不主持这样 只有当冯的懂,0
2791,妈的,冯的,车子应该是家里爸爸妈冯的，18岁的小女孩一般还没有能力去买一台劳斯莱斯,0
2792,妈的,冯的,谢谢老师，对于单亲妈冯的我来说很受用,0
2793,妈的,冯的,  冯的 真实了,1
2794,妈的,冯的,冯的以后娶俄罗斯老婆,0
2795,妈的,冯的,    无语了就冯的胡乐乐老艾特我一些这种视频，搞得我都刷到了,0
2796,妈的,冯的,冯的，这个二毛长得很帅啊,0
2797,妈的,冯的,非常正能量，支持你的行为，老公是伴你到老的亲人。你爸冯的做法有点太过，更欺辱人的遵严和底线。,0
2798,妈的,冯的,冯的，又恋爱了,0
2799,妈的,冯的,这俩情况不一样啊，一个是主动断开联系，选择成为单亲妈妈，一个是想要通过孩子移民转籍被拒绝，被动成为了单亲妈冯的。,0
2800,妈的,冯的, 冯的，天天在抖音上照镜子,0
2801,妈的,冯的, 冯的真的不想当女人,0
2802,妈的,冯的,还是在有爸有冯的呵护下长大的孩子.各方面健康向上更好吧,0
2803,妈的,冯的,冯的，为什么一回来就要刷这些,1
2804,妈的,冯的,祝l儿子回家要考顺爸妈，经常回家！1儿子是爸冯的心头肉。,0
2805,妈的,冯的, 冯的真够真实的,0
2806,妈的,冯的,太不知好歹了冯的,1
2807,妈的,冯的,冯的不会软饭硬吃是吧,0
2808,妈的,冯的,冯的 我说我双 别人听到的：哦她谈俩 一男一女 你m的 对象呢 你告诉我我俩对象呢 真无语双的意思是男女都行 不是男女一起谈真受不了,1
2809,妈的,冯的,      冯的给我笑死,0
2810,妈的,冯的, 冯的哈哈哈哈哈,0
2811,妈的,冯的,谁说没了，奶奶的兄弟姐妹叫什么？外婆的兄弟姐妹叫什么？还有爷爷的外公的。爸爸妈冯的堂表兄弟姐妹们……,0
2812,妈的,冯的,冯的双都被测出来了,0
2813,妈的,冯的,这不就是有些全职妈冯的真实写照吗？怎么换成男人就不堪忍受了？,0
2814,妈的,冯的, 冯的我本人啊哈哈哈哈哈哈哈,0
2815,妈的,冯的,你好自私，不理会爸冯的心情等于掉了一块肉,0
2816,妈的,冯的,卧槽卧槽卧槽卧槽卧槽啊啊啊啊啊啊冯的卧槽我震惊一万年呜呜呜好好的妈妈啊啊啊啊啊好幸福啊啊啊啊啊啊！！！！,0
2817,妈的,冯的,男到女家要女人为男人撑腰，女到男家要男人为女人撑腰？不过一般的女孩留在家里都是很懦弱的女孩，都是很听爸爸妈冯的话，所以男到女家男的很吃亏,1
2818,妈的,冯的, 冯的他化妆怎么这么厉害啊,0
2819,妈的,冯的,妈冯的基因好强大啊,0
2820,妈的,冯的,男人只有亲自全职带过娃才能理解全职宝冯的不容易，我一个人带俩娃，顺产当晚就开始，我婆婆说我什么都没干，花的每分钱都是她儿子的，说俩孩子都是她儿子挣钱养的，和我一毛钱关系都没有，远嫁，早就后悔了啊……,0
2821,妈的,冯的,中华儿女不听爸冯的，去给美作贡献了,0
2822,妈的,冯的,冯的怎么这么帅,1
2823,妈的,冯的,我也想娶，冯的，反正都不要彩礼，为啥不能娶,1
2824,妈的,冯的, 冯的好酷啊,0
2825,妈的,冯的,     不是啊冯的就喜欢这种,1
2826,妈的,冯的,           我靠我靠我靠我靠我靠我靠我靠我老公我艹妈呀谁懂冯的我艹好帅我的人生视频,0
2827,妈的,冯的,  姐姐真的这么拼吗哈哈哈哈哈哈哈哈冯的,1
2828,妈的,冯的,翻到了去年末时和妈冯的聊天记录，当时和男朋友分手了，正难过着呢，然后没想到妈冯的看法慢慢的改变了，当时看完那一段话真的眼泪掉下来了,0
2829,妈的,冯的,我没有和家里透露过，那天我妈突然和我说无论我喜欢什么样的，她都会支持我的，当时我有一个有好感的女生，我妈妈也很喜欢她，然后我妈就做我两个的情感顾问了。有一段时间我和那个女生出了点矛盾，我放了假我冯的第一句话都不是问成绩了，而是说：你和XX关系怎么样了。她比我都在意,0
2830,妈的,冯的, 冯的哈哈哈哈哈哈哈哈哈哈,0
2831,妈的,冯的,   冯的一分钟亲不到引爆广东,0
2832,妈的,冯的,这个车跟我妈冯的x6比起来哪个贵呀,0
2833,妈的,冯的, 冯的我靠我就是,0
2834,妈的,冯的,谁尿多，呲醒她，有糖尿病的排后面，不能让她先尝到甜头，尿黄的先开始，先给他点颜色，有大姨冯的请避开，怕她越来越红。,1
2835,妈的,冯的,哦冯的,1
2836,妈的,冯的,所以为什么要结婚，想要孩子自己生个孩子自己养，少了那些婆婆妈冯的破事多好,0
2837,妈的,冯的,冯的，后槽牙都咬碎了,0
2838,妈的,冯的,我弟弟就这样套路我冯的，花了钱，结婚三年了孙子半岁了我妈还没见过,0
2839,妈的,冯的,我老冯的回答是对你好孝顺我就行哈哈哈哈哈主打一个顺其自然 whywhywhy为什么我不是男孩子,0
2840,妈的,冯的,我儿子幼儿园同学的妈冯的女朋友就是护士,0
2841,妈的,冯的,   对于男性有一种妈冯的爱,0
2842,妈的,冯的,冯的 我又做上梦了,0
2843,妈的,冯的,有些女人年轻时候亲妈说的也听不进去，我姐和我就是这样，我妈总在背后偷偷让女婿拿东西给他家里，现在才能明白妈冯的做法是正确的,0
2844,妈的,冯的,60万？6万这不是要了我爸冯的命了吗？,0
2845,妈的,冯的,我遇到过一个 她说她是纯喜欢女生 我还特意问好几遍 冯的晚上就跟男的一起回家了,0
2846,妈的,冯的,北京这边上门女婿孩子都跟冯的姓,0
2847,妈的,冯的,冯的 差点举报了 我说是谁抄袭,1
2848,妈的,冯的,当冯的跟本不是人来的上门佬不是人吗,1
2849,妈的,冯的,冯的，看了评论区，我今晚又是个不眠之夜有点激动,0
2850,妈的,冯的,整点正常的吧！冯的,1
2851,妈的,冯的,让哪些对媳妇不好的婆婆看看，儿子和女儿都是妈冯的宝贝，要好好对待孩子们,0
2852,妈的,冯的,干冯的声音啊,0
2853,妈的,冯的,冯的你跟他理论那么多 一口就说行行行，好好好让他答应就行,0
2854,妈的,冯的,我们这里只需要妈冯的户口本跟宝宝的出生证明。两分钟上好,0
2855,妈的,冯的,冯的，真的是没男人了？,1
2856,妈的,冯的,冯的，第三次世界大战，男的和女的打吧,1
2857,妈的,冯的, 冯的xswl,0
2858,妈的,冯的,你这个当冯的不像长辈的样，以后老恶婆就让二女儿去养你吧,1
2859,妈的,冯的,   冯的哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,0
2860,妈的,冯的,祖坟特冯的都得冒青烟，阎罗王都得放他祖宗回来给他俩办喜事,1
2861,妈的,冯的,冯的 这种男的我碰到过,1
2862,妈的,冯的,有些人生孩子不是第三者，是自己想有做妈冯的权利，不想结婚，做试管婴儿生孩子。,0
2863,妈的,冯的, 冯的笑死我了哈哈哈哈哈哈哈哈哈哈哈哈,0
2864,妈的,冯的,抖音真的有毒 冯的,0
2865,妈的,冯的,冯的我只会喝酒怎么办,0
2866,妈的,冯的, 冯的真实,0
2867,妈的,冯的,我觉得呀当爸冯的就不要操心孩子的事了，以后听不听你的还两说，只要以后孩子幸福，到老的就不要插手了，你们希望婆婆或者丈母娘插手自己的婚姻吗,0
2868,妈的,冯的,上门女婿，怎么呢？你瞧不起我冯的，我还瞧不起你们女方的操。,1
2869,妈的,冯的,真她冯的也太无耻了,1
2870,妈的,冯的,这个渣老太婆，你对啊斌正不好处处给他使坏心，这叫人在做天在看，所以你天天打排天天舒钱，活该，啊斌还也是家里有爸有冯的，不带着小颖回娘家爸妈那去住，为啥要手着这个老太婆，心肠好坏，啊斌你一心一意的对他好，他从来没有把你当家人当女婿，心肠歹毒的人会招报应的。,1
2871,妈的,冯的,活该活该，冯的,1
2872,妈的,冯的,冯的，她活该,1
2873,妈的,冯的,该死哪死哪，别他冯的回来,1
2874,妈的,冯的, 冯的这不是我吗我纯贱的,1
2875,妈的,冯的,冯的我是真tm贱呐跑过来搜这个          克拉大钻石    ,1
2876,针头,nan头,给你纹身，挺费nan头吧,0
2910,骗婚,骗𠉣,不恶心 但是骗𠉣就恶心到家了,1
2911,骗婚,骗𠉣,骗𠉣，害人,1
2912,骗婚,骗𠉣,不恶心，但是不能骗𠉣,0
2913,骗婚,骗𠉣,我前任女的，同性恋骗𠉣去了,1
2914,骗婚,骗𠉣,所以大多数人还是不接受的情况下，这种骗𠉣的情况只多不少，因为有些孩子天生就是喜欢同性，不分男女这不是我们家长可以决定的。,0
2915,骗婚,骗𠉣,女同还好，男同没得生孩子，然后很多都因为家庭被迫分手，然后骗𠉣。对女的一点兴趣都没。那个女的就惨咯,1
2916,骗婚,骗𠉣,不反感，但是恶心骗𠉣男,0
2917,骗婚,骗𠉣,骗𠉣gay,1
2918,骗婚,骗𠉣,乱搞的，骗𠉣的就是恶心,1
2919,骗婚,骗𠉣, 男双我的评价很难评因为他们大部分男双评价被带偏的原因是因为骗𠉣骗子,1
2920,骗婚,骗𠉣,笑死，我为什么要原谅一个骗𠉣的跨性别者，对我妈公平吗？你要做自己就好好做啊，祸害别人干什么？不结婚会死吗请问？当然，如果你是婚后某一天突然意识到自己是跨性别者，那当我放屁,1
2921,骗婚,骗𠉣, 这男同还要骗𠉣，直男找个对象这么难,1
2922,骗婚,骗𠉣,不恶心，恶心的是那种乱搞的，骗𠉣的，乱配的,1
2923,骗婚,骗𠉣,正视性别多样性就是正视客观存在的事实，尊重多性别，总比咱们这儿好多同性恋骗𠉣 ，让女人生完孩子就成为丧偶式婚姻强。,1
2924,骗婚,骗𠉣,只要不骗𠉣，不祸害其他姑娘的人生，同只是个选择，让人感觉恶心的是那些自私的玩应,0
2925,骗婚,骗𠉣,   是的，我的抖音天天让我恐婚不是杀妻的，家暴的，就是骗𠉣的确实让我刷亮了眼睛,0
2926,骗婚,骗𠉣,这种骗𠉣的，真的法律应该规训一下了,0
2927,骗婚,骗𠉣,能去骗𠉣的都是意志不坚定和自身没有什么硬实力的同性恋【不管男的女的还是双的跨性别的】都是 虽然是常见行为 但是吧不是所有人都是这样的,1
2928,骗婚,骗𠉣,不要影响其他人，比如骗𠉣,0
2929,骗婚,骗𠉣,……怎么不厌女，有的是男性的厌女，有的是女性的雌竞，厌的五花八门的，有什么好回避的。骗𠉣的，厌的更复杂,1
2930,骗婚,骗𠉣, 希望你不会遇到骗𠉣,0
2931,骗婚,骗𠉣, 骗𠉣的4⃣️马,1
2932,骗婚,骗𠉣,我恶心那种骗𠉣的渣子,0
2933,骗婚,骗𠉣,先是自己 再是妈妈 被死gay骗𠉣得到的孩子即使被一时的母爱蒙蔽 带回去了 后面还不容易开启新生活 孩子就是一个耻辱的印记 到时候这个女孩子真的能好好对待孩子吗  而且男同既然骗𠉣 还骗着女方为她生了个孩子 他不就是应该负责吗 孩子是无辜的 但是始作俑者不是亖男同吗 男的别又美美隐身了,1
2934,骗婚,骗𠉣,这女人是骗𠉣，太过份了，小帅哥，这女人不能要了，走法律吧，,1
2935,骗婚,骗𠉣, 抖音真的会看聊天记录吗我们昨天聊boy什么的，扯到了同性恋骗𠉣的事就推送这个,0
2936,骗婚,骗𠉣, <） 我觉得这种以骗𠉣为目的的，前期肯定都做好了准备，表现得特别特别好，结婚之后就不行了，恶心死啦骗𠉣,0
2937,骗婚,骗𠉣,希望所有骗𠉣，还觉得没事的男同立刻原地爆炸，恶心死了，明明喜欢男的，碰女性的时候你不觉得你很恶心吗？还出去到处约男人,1
2938,骗婚,骗𠉣,不会歧视别人的性取向甚至觉得有人在那说男同真恶心的时候很反感 为什么要因为性取向不同这样说别人 只要同性恋不搞骗𠉣 祸害别人的事 我觉得都是正常人 （我不是腐女）,0
2939,骗婚,骗𠉣,同性恋不恶心，恶心的是骗𠉣的同性恋，得了艾滋又去害别人的同性恋,1
2940,骗婚,骗𠉣,别骗𠉣骗妻骗孩骗保,0
2941,骗婚,骗𠉣,我不觉得同性恋有什么错，那些骗𠉣骗钱的同性恋才是有错的，正常的同性恋并没有惹到你们， 大家都是人，没有资格评判别人,0
2942,骗婚,骗𠉣,不管男男、女女，都是他们的自由。但不要为了所谓的“责任”骗𠉣，骗𠉣真的让人很恶心。,0
2943,骗婚,骗𠉣,尊重所有性取向 乱搞骗𠉣的除外,1
2944,骗婚,骗𠉣,   都给我去鼠，这种骗𠉣🐶,1
2945,骗婚,骗𠉣,我恶心那种骗𠉣的，骗了你老实本分装一辈子也行，为什么要破坏女方一辈子的幸福，这种骗𠉣很多很下头,0
2946,骗婚,骗𠉣,不骗𠉣不乱搞，我不觉得恶心，但是骗小女孩结婚的同真恶心，烂py玩意,0
2947,骗婚,骗𠉣,装直骗𠉣天打雷劈,1
2948,骗婚,骗𠉣,这么多人共情这男的 我真的是惊呆了   骗𠉣又不是双方知情协议结婚  还生娃娃了    你们在共情什么啊 还说女生城府深  拜托了 她多无助啊  没有法律能帮得到  对方还不愿意和平离婚  这样还不带脑子去找证据离婚   凭什么要求人家做圣人啊    希望你们这么圣人          骗𠉣的都骗你们   反正你们太能共情了 一定能理解被骗 会原谅的,0
2949,骗婚,骗𠉣, 懂了，我姐狗屁男朋友一定是骗𠉣的，现在就发视频,0
2950,骗婚,骗𠉣,只要不为家庭原因骗𠉣就行 没什么恶心 同性异性都是人问题 有好有坏,0
2951,骗婚,骗𠉣,不烦南通，烦的是三次骗𠉣gay，恶心是因为这部分人还不少,1
2952,骗婚,骗𠉣,评论区说想嫁的，连面对自己性向的勇气都没有、骗𠉣还理直气壮说都是因为社会迫害不得已才这样的男的你猜他为什么要和你结婚猪也觉得猪肉好吃？,1
2953,骗婚,骗𠉣,"骗𠉣算啥 骗你生个孩子才叫惨呢    
我朋友就是被这样的渣男害了",0
2954,骗婚,骗𠉣,又不让合法，社会又不包容，还不给骗𠉣？你要我们怎么做？自动去世？,1
2955,骗婚,骗𠉣,尊重理解，千万别骗𠉣，骗𠉣的倒八辈子大霉。,0
2956,骗婚,骗𠉣,还骗𠉣,0
2957,骗婚,骗𠉣,本来不恶心，但是有些男童实在败好感，扭扭捏捏小家子气，各种翻白眼唠别人闲话，乱搞乱睡骗𠉣同7，现在恶心了，别怪别人鄙视，自己圈里的问题，当然遇到正常男童我不鄙视，但至今为止遇到的不正常男童占98%,1
2958,骗婚,骗𠉣,所以有些人讨厌同不是没有原因的，我对t没有什么看法，只要他们不去影响正常人的生活就行但是如果去破坏别人的感情或者是说骗𠉣，反正在我这里就很恶心，虽然我尊重他们，但是我并不提倡，有的t真的很恶心啊   明明不喜欢异性还要去勾搭,1
2959,骗婚,骗𠉣,假如那个女生是男的，分手后谈了男生是不是会被骂骗𠉣gay恶心但如果是女生双性恋就可以（单纯好奇性格互换的下场你骂我就是你对）,1
2960,骗婚,骗𠉣,男同不恶心，恶心的是骗𠉣的死gay。,1
2961,骗婚,骗𠉣,能不能讲一期骗𠉣的我哥哥结婚买房结果女方拿着80w消失了,0
2962,骗婚,骗𠉣,同不恶心，只要好好对待另一半！骗𠉣的才恶心，承认自己性别，却不敢接受外界包括家人的情绪，又当又立，还装无辜，骗女人结婚生孩子，这种人就应该下地狱,0
2963,骗婚,骗𠉣,同性恋无可厚非。我们应该尊重每个人的生活方式和性取向。但是不能骗𠉣生孩子，这是个底线！！！不能为了自己的所谓圆满，去伤害无辜的女性。这是令人不齿的 卑鄙无耻下流的可恨之人！！！应该下十八层地狱的,0
2964,骗婚,骗𠉣,这是骗𠉣男吗,0
2965,骗婚,骗𠉣,不乱来 不传播传染病 不骗𠉣的就不恶心,0
2966,骗婚,骗𠉣, 你是不是对男的感兴趣 骗𠉣准备,1
2967,骗婚,骗𠉣, 这就是骗𠉣,0
2968,骗婚,骗𠉣,别为了你的一个给家里人交代骗𠉣。,0
2969,骗婚,骗𠉣,不恶心，骗𠉣恶心,0
2970,骗婚,骗𠉣,怎么不恶心呢？传播某些疾病的是他们，骗𠉣的是他们,1
2971,骗婚,骗𠉣,男同不恶心…骗𠉣才恶心,1
2972,骗婚,骗𠉣,确实啊，而且那种女同骗𠉣你更分辨不出来为了钱为了房车，婚后冷暴力，然后说男方虐待，最后被迫离婚，大家一定要警惕,1
2973,骗婚,骗𠉣,不啊，为什么恶心，恶心的是骗𠉣的人，坦白自己的性取向，有什么问题，有的人取向只有女，实际猪狗不如！恶心的从来不是取向，是人,0
2974,骗婚,骗𠉣,不骗𠉣就好，别人谈恋爱关我屁事，关你屁事,0
2975,骗婚,骗𠉣,只要不骗𠉣我是不歧视的,0
2976,骗婚,骗𠉣,只要是好好相爱好好在一起不乱搞不骗𠉣，为什么要反感？这就是爱情啊。,0
